"Department name","Course number","Section","Course","Professor","Status","Created On","Updated On","Ean","Author","Title","Edition","Edition flag","New copy required","Publisher","Copyright year","Binding","Required","Bookstore staff notes","Student notes","Confirmed","Shelf limit","Max Enrollment","Current Enrollment",
"ACG","2021","80666","INTRO TO FINANCIAL ACCT","STAFF","OK","2018-04-12 10:38:04","2018-04-12 10:38:04","9781259307959","SPICELAND","FINANCIAL ACCT.","4TH 16","NE","","MCG","2016","","component of package","","k","No","0","40","0",
"ACG","2021","80666","INTRO TO FINANCIAL ACCT","STAFF","OK","2018-04-12 10:38:04","2018-04-12 10:38:04","9781308802978","CONRECODE","FINANCIAL ACCOUNTING(w/Connect)(FGCU CUSTOM PACKAGE)","4","","","MCG CREATE","0","","required","","k","No","3","40","0",
"ACG","2021","80666","INTRO TO FINANCIAL ACCT","STAFF","OK","2018-04-12 10:38:04","2018-04-12 10:38:04","9781259730924","CONRECODE","FIN ACCOUNTING ACCESS CODE","1","","","MCG CREATE","0","","component of package","","k","No","0","40","0",
"ACG","2021","80669","INTRO TO FINANCIAL ACCT","STAFF","OK","2018-04-12 10:38:07","2018-04-12 10:38:07","9781259307959","SPICELAND","FINANCIAL ACCT.","4TH 16","NE","","MCG","2016","","component of package","","","No","0","40","0",
"ACG","2021","80669","INTRO TO FINANCIAL ACCT","STAFF","OK","2018-04-12 10:38:07","2018-04-12 10:38:07","9781308802978","CONRECODE","FINANCIAL ACCOUNTING(w/Connect)(FGCU CUSTOM PACKAGE)","4","","","MCG CREATE","0","","required","","","No","3","40","0",
"ACG","2021","80669","INTRO TO FINANCIAL ACCT","STAFF","OK","2018-04-12 10:38:07","2018-04-12 10:38:07","9781259730924","CONRECODE","FIN ACCOUNTING ACCESS CODE","1","","","MCG CREATE","0","","component of package","","","No","0","40","0",
"ACG","2021","80670","INTRO TO FINANCIAL ACCT","STAFF","OK","2018-04-12 10:38:08","2018-04-12 10:38:08","9781259307959","SPICELAND","FINANCIAL ACCT.","4TH 16","NE","","MCG","2016","","component of package","","","No","0","40","0",
"ACG","2021","80670","INTRO TO FINANCIAL ACCT","STAFF","OK","2018-04-12 10:38:08","2018-04-12 10:38:08","9781308802978","CONRECODE","FINANCIAL ACCOUNTING(w/Connect)(FGCU CUSTOM PACKAGE)","4","","","MCG CREATE","0","","required","","","No","3","40","0",
"ACG","2021","80670","INTRO TO FINANCIAL ACCT","STAFF","OK","2018-04-12 10:38:08","2018-04-12 10:38:08","9781259730924","CONRECODE","FIN ACCOUNTING ACCESS CODE","1","","","MCG CREATE","0","","component of package","","","No","0","40","0",
"ACG","2021","80671","INTRO TO FINANCIAL ACCT","STAFF","OK","2018-04-12 10:38:09","2018-04-12 10:38:09","9781259307959","SPICELAND","FINANCIAL ACCT.","4TH 16","NE","","MCG","2016","","component of package","","","No","0","40","0",
"ACG","2021","80671","INTRO TO FINANCIAL ACCT","STAFF","OK","2018-04-12 10:38:09","2018-04-12 10:38:09","9781308802978","CONRECODE","FINANCIAL ACCOUNTING(w/Connect)(FGCU CUSTOM PACKAGE)","4","","","MCG CREATE","0","","required","","","No","3","40","0",
"ACG","2021","80671","INTRO TO FINANCIAL ACCT","STAFF","OK","2018-04-12 10:38:09","2018-04-12 10:38:09","9781259730924","CONRECODE","FIN ACCOUNTING ACCESS CODE","1","","","MCG CREATE","0","","component of package","","","No","0","40","0",
"ACG","2021","80672","INTRO TO FINANCIAL ACCT","STAFF","OK","2018-04-12 10:38:10","2018-04-12 10:38:10","9781259307959","SPICELAND","FINANCIAL ACCT.","4TH 16","NE","","MCG","2016","","component of package","","","No","0","40","0",
"ACG","2021","80672","INTRO TO FINANCIAL ACCT","STAFF","OK","2018-04-12 10:38:10","2018-04-12 10:38:10","9781308802978","CONRECODE","FINANCIAL ACCOUNTING(w/Connect)(FGCU CUSTOM PACKAGE)","4","","","MCG CREATE","0","","required","","","No","3","40","0",
"ACG","2021","80672","INTRO TO FINANCIAL ACCT","STAFF","OK","2018-04-12 10:38:10","2018-04-12 10:38:10","9781259730924","CONRECODE","FIN ACCOUNTING ACCESS CODE","1","","","MCG CREATE","0","","component of package","","","No","0","40","0",
"ACG","2021","80674","INTRO TO FINANCIAL ACCT","STAFF","OK","2018-04-12 10:38:12","2018-04-12 10:38:12","9781259307959","SPICELAND","FINANCIAL ACCT.","4TH 16","NE","","MCG","2016","","component of package","","","No","0","50","0",
"ACG","2021","80674","INTRO TO FINANCIAL ACCT","STAFF","OK","2018-04-12 10:38:12","2018-04-12 10:38:12","9781308802978","CONRECODE","FINANCIAL ACCOUNTING(w/Connect)(FGCU CUSTOM PACKAGE)","4","","","MCG CREATE","0","","required","","","No","3","50","0",
"ACG","2021","80674","INTRO TO FINANCIAL ACCT","STAFF","OK","2018-04-12 10:38:12","2018-04-12 10:38:12","9781259730924","CONRECODE","FIN ACCOUNTING ACCESS CODE","1","","","MCG CREATE","0","","component of package","","","No","0","50","0",
"ACG","2021","82795","INTRO TO FINANCIAL ACCT","40 BDA","OK","2018-06-18 12:08:43","2018-06-18 12:08:43","9781259307959","SPICELAND","FINANCIAL ACCT.","4TH 16","NE","","MCG","2016","","component of package","","","No","0","40","0",
"ACG","2021","82795","INTRO TO FINANCIAL ACCT","40 BDA","OK","2018-06-18 12:08:43","2018-06-18 12:08:43","9781308802978","CONRECODE","FINANCIAL ACCOUNTING(w/Connect)(FGCU CUSTOM PACKAGE)","4","","","MCG CREATE","0","","required","","","No","11","40","0",
"ACG","2021","82795","INTRO TO FINANCIAL ACCT","40 BDA","OK","2018-06-18 12:08:43","2018-06-18 12:08:43","9781259730924","CONRECODE","FIN ACCOUNTING ACCESS CODE","1","","","MCG CREATE","0","","component of package","","","No","0","40","0",
"ACG","2071","80676","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:38:13","2018-07-26 15:42:46","9781259307416","GARRISON","MANAGERIAL ACCOUNTING (LOOSELEAF)","16TH 18","","","MCG","2018","PB","component of package","","","No","0","40","0",
"ACG","2071","80676","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:38:13","2018-07-26 15:42:46","9781259995378","GARRISON","MANAGERIAL ACCOUNTING-CONNECT ACCESS","16TH 18","","","MCG","2018","AC","required","","","No","4","40","0",
"ACG","2071","80676","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:38:13","2018-07-26 15:42:46","9781259995385","Garrison","Managerial Accounting PACKAGE","","","","MCG","0","","required","","","No","4","40","0",
"ACG","2071","80676","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:38:13","2018-07-26 15:42:46","9781259995477","GARRISON","ACCESS CODE: MANAGERIAL ACCOUNTING","18","","","MCG","0","","component of package","","","No","0","40","0",
"ACG","2071","80677","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:38:14","2018-04-12 10:38:14","9781259307416","GARRISON","MANAGERIAL ACCOUNTING (LOOSELEAF)","16TH 18","","","MCG","2018","PB","component of package","","","No","0","40","0",
"ACG","2071","80677","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:38:14","2018-04-12 10:38:14","9781259995378","GARRISON","MANAGERIAL ACCOUNTING-CONNECT ACCESS","16TH 18","","","MCG","2018","AC","required","","","No","4","40","0",
"ACG","2071","80677","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:38:14","2018-04-12 10:38:14","9781259995385","Garrison","Managerial Accounting PACKAGE","","","","MCG","0","","required","","","No","4","40","0",
"ACG","2071","80677","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:38:14","2018-04-12 10:38:14","9781259995477","GARRISON","ACCESS CODE: MANAGERIAL ACCOUNTING","18","","","MCG","0","","component of package","","","No","0","40","0",
"ACG","2071","80678","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:38:15","2018-04-12 10:38:15","9781259307416","GARRISON","MANAGERIAL ACCOUNTING (LOOSELEAF)","16TH 18","","","MCG","2018","PB","component of package","","","No","0","40","0",
"ACG","2071","80678","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:38:15","2018-04-12 10:38:15","9781259995378","GARRISON","MANAGERIAL ACCOUNTING-CONNECT ACCESS","16TH 18","","","MCG","2018","AC","required","","","No","4","40","0",
"ACG","2071","80678","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:38:15","2018-04-12 10:38:15","9781259995385","Garrison","Managerial Accounting PACKAGE","","","","MCG","0","","required","","","No","4","40","0",
"ACG","2071","80678","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:38:15","2018-04-12 10:38:15","9781259995477","GARRISON","ACCESS CODE: MANAGERIAL ACCOUNTING","18","","","MCG","0","","component of package","","","No","0","40","0",
"ACG","2071","80679","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:38:16","2018-04-12 10:38:16","9781259307416","GARRISON","MANAGERIAL ACCOUNTING (LOOSELEAF)","16TH 18","","","MCG","2018","PB","component of package","","","No","0","40","0",
"ACG","2071","80679","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:38:16","2018-04-12 10:38:16","9781259995385","Garrison","Managerial Accounting PACKAGE","","","","MCG","0","","required","","","No","4","40","0",
"ACG","2071","80679","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:38:16","2018-04-12 10:38:16","9781259995477","GARRISON","ACCESS CODE: MANAGERIAL ACCOUNTING","18","","","MCG","0","","component of package","","","No","0","40","0",
"ACG","2071","80708","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:38:22","2018-04-12 10:38:22","9781259307416","GARRISON","MANAGERIAL ACCOUNTING (LOOSELEAF)","16TH 18","","","MCG","2018","PB","component of package","","","No","0","40","0",
"ACG","2071","80708","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:38:22","2018-04-12 10:38:22","9781259995378","GARRISON","MANAGERIAL ACCOUNTING-CONNECT ACCESS","16TH 18","","","MCG","2018","AC","required","","","No","4","40","0",
"ACG","2071","80708","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:38:22","2018-04-12 10:38:22","9781259995385","Garrison","Managerial Accounting PACKAGE","","","","MCG","0","","required","","","No","4","40","0",
"ACG","2071","80708","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:38:22","2018-04-12 10:38:22","9781259995477","GARRISON","ACCESS CODE: MANAGERIAL ACCOUNTING","18","","","MCG","0","","component of package","","","No","0","40","0",
"ACG","2071","82465","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:41:11","2018-04-12 10:41:11","9781259307416","GARRISON","MANAGERIAL ACCOUNTING (LOOSELEAF)","16TH 18","","","MCG","2018","PB","component of package","","","No","0","40","0",
"ACG","2071","82465","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:41:11","2018-04-12 10:41:11","9781259995385","Garrison","Managerial Accounting PACKAGE","","","","MCG","0","","required","","","No","4","40","0",
"ACG","2071","82465","INTRO TO MANAGERIAL ACCT","STAFF","OK","2018-04-12 10:41:11","2018-04-12 10:41:11","9781259995477","GARRISON","ACCESS CODE: MANAGERIAL ACCOUNTING","18","","","MCG","0","","component of package","","","No","0","40","0",
"ACG","3103","80681","INT FIN ACCT I","STAFF","OK","2018-05-29 09:13:45","2018-08-07 12:15:35","9781118742976","KIESO","INTERMEDIATE ACCOUNTING (LOOSELEAF)","16TH 16","","","WILEY","2016","PB","required","","","No","5","34","0",
"ACG","3103","80681","INT FIN ACCT I","STAFF","OK","2018-05-29 09:13:45","2018-08-07 12:15:35","9781118344149","KIESO","INTERMEDIATE ACCT.-PROB.SOLV..GDE.,V.I","15TH 13","OP","","WILEY","2013","PB","bookstore recommended","","","No","5","34","0",
"ACG","3103","80686","INT FIN ACCT I","STAFF","OK","2018-05-29 09:13:48","2018-08-07 12:16:36","9781618540232","GLEIM","FINAN.ACCT.:EXAM QUESTIONS...-W/ACCESS","19TH 15","","","GLEIM PUBS","2015","PB","required","","","No","4","34","0",
"ACG","3103","80686","INT FIN ACCT I","STAFF","OK","2018-05-29 09:13:48","2018-08-07 12:16:36","9781118743201","KIESO","INTERMEDIATE ACCOUNTING","16TH 16","","","WILEY","2016","","required","","","No","4","34","0",
"ACG","3113","80683","INT FIN ACCT II","33 BDA","OK","2018-07-20 15:40:10","2018-07-20 15:40:10","9781118742976","KIESO","INTERMEDIATE ACCOUNTING (LOOSELEAF)","16TH 16","","","WILEY","2016","PB","required","","","No","6","33","0",
"ACG","3113","80684","INT FIN ACCT II","33 BDA","OK","2018-07-20 15:39:34","2018-07-20 15:39:34","9781118742976","KIESO","INTERMEDIATE ACCOUNTING (LOOSELEAF)","16TH 16","","","WILEY","2016","PB","required","","","No","6","33","0",
"ACG","3341","80687","COST ACCOUNTING","STAFF","OK","2018-05-29 09:13:49","2018-08-07 12:19:37","9781111971724","KINNEY","COST ACCOUNTING","9TH 13","","","CENGAGE L","2013","","required","","","No","6","38","0",
"ACG","3341","83215","COST ACCOUNTING","40 BDA","OK","2018-07-20 15:40:37","2018-07-20 15:40:37","9781111971724","KINNEY","COST ACCOUNTING","9TH 13","","","CENGAGE L","2013","","required","","","No","7","40","0",
"ACG","3401","80688","ACCOUNTING INFORMATION SYSTEMS","32 BDA","OK","2018-07-20 15:41:09","2018-07-20 15:41:09","9781260008944","RICHARDSON","ACCOUNTING INFO.SYSTEMS-CONNECT ACCESS","2ND 18","","","MCG","2018","AC","required","","","No","5","32","0",
"ACG","3401","80689","ACCOUNTING INFORMATION SYSTEMS","32 BDA","OK","2018-07-20 15:41:30","2018-07-20 15:41:30","9781260008944","RICHARDSON","ACCOUNTING INFO.SYSTEMS-CONNECT ACCESS","2ND 18","","","MCG","2018","AC","required","","","No","5","32","0",
"ACG","4501","80693","000","STAFF","OK","2018-04-12 10:38:18","2018-04-12 10:38:18","9780133799569","FREEMAN","GOVERNMENTAL+NONPROFIT ACCOUNTING","11TH 18","","","PEARSON","2018","","required","","","No","7","48","0",
"ACG","4632","80695","INDEPENDENT AUDIT I","STAFF","OK","2018-05-29 09:13:54","2018-05-29 09:13:54","9781305970816","KNAPP","CONTEMPORARY AUDITING:REAL ISSUES+CASES","11TH 18","","","CENGAGE L","2018","PB","required","","","No","5","30","0",
"ACG","4632","80695","INDEPENDENT AUDIT I","STAFF","OK","2018-05-29 09:13:54","2018-05-29 09:13:54","9781259573286","LOUWERS","AUDITING+ASSURANCE SERVICES","7TH 18","","","MCG","2018","","required","","","No","5","30","0",
"ACG","4632","80698","INDEPENDENT AUDIT I","STAFF","OK","2018-05-29 09:13:55","2018-05-29 09:13:55","9781305970816","KNAPP","CONTEMPORARY AUDITING:REAL ISSUES+CASES","11TH 18","","","CENGAGE L","2018","PB","required","","","No","5","30","0",
"ACG","4632","80698","INDEPENDENT AUDIT I","STAFF","OK","2018-05-29 09:13:55","2018-05-29 09:13:55","9781259573286","LOUWERS","AUDITING+ASSURANCE SERVICES","7TH 18","","","MCG","2018","","required","","","No","5","30","0",
"ACG","4684","80699","FRAUD INVESTIGATION","40 BDA","OK","2018-07-20 15:41:49","2018-07-20 15:41:49","9781118922347","WELLS","PRINCIPLES OF FRAUD EXAMINATION","4TH 14","","","WILEY","2014","PB","required","","","No","8","40","0",
"ACG","6205","80700","ADVANCED ACCOUNTING","STAFF","OK","2018-04-12 10:38:21","2018-04-12 10:38:21","9780134472140","BEAMS","ADVANCED ACCOUNTING","13TH 18","","","PEARSON","2018","","required","","","No","5","30","0",
"ACG","6655","82653","000","STAFF","OK","2018-05-29 09:23:00","2018-07-23 10:56:25","9780134421827","BEASLEY","AUDITING CASES","7TH 19","","","RENT PEARS","2019","PB","required","","","No","5","30","0",
"ADV","3001","80942","ADV CREATIVE STRAT","STAFF","OK","2018-05-29 09:15:44","2018-05-29 09:15:44","9781506315386","ALTSTIEL","ADVERTISING CREATIVE:STRATEGY,COPY,DES.","4TH 17","","","SAGE","2017","PB","required","","","No","5","32","0",
"ADV","3008","80944","PRIN OF ADVERTISING","STAFF","OK","2018-04-12 10:32:34","2018-04-12 10:32:34","9781259900235","BELCH","ADVERTISING+PROMOTION-ACCESS","11TH 18","","","MCG","2018","AC","required","","","No","6","40","0",
"ADV","3008","82805","PRIN OF ADVERTISING","STAFF","OK","2018-04-12 10:35:54","2018-04-12 10:35:54","9781259900235","BELCH","ADVERTISING+PROMOTION-ACCESS","11TH 18","","","MCG","2018","AC","required","","","No","6","45","0",
"ADV","3300","80945","ADV MEDIA PLANNING","STAFF","OK","2018-04-12 10:32:35","2018-04-12 10:32:35","9780615988283","MARTIN","MEDIA FLIGHT PLAN 7-W/ACCESS","7TH 15","","","DEER CREEK","2015","PB","required","","","No","6","40","0",
"AMH","2020","80069","US HISTORY SINCE 1877","STAFF","OK","2018-04-12 10:37:06","2018-04-12 10:37:06","9780312410018","HEWITT","EXPLORING AMER.HISTORIES,VOLUME 2","13","OE","","MAC HIGHER","2013","PB","required","","","No","5","25","0",
"AMH","2020","80070","US HISTORY SINCE 1877","25 BDA","OK","2018-07-20 15:43:12","2018-07-24 18:09:08","9780312643294","HENRETTA","AMERICA:CONCISE HISTORY,V.2:SINCE 1865","5TH 12","OE","","MAC HIGHER","2012","PB","required","","","No","3","25","0",
"AMH","2020","80070","US HISTORY SINCE 1877","25 BDA","OK","2018-07-20 15:43:12","2018-07-24 18:09:08","9780306813559","KERSHAW","BEDFORD BOYS","03","","","HACHETTE B","2003","PB","required","","choose","No","3","25","0",
"AMH","2020","80070","US HISTORY SINCE 1877","25 BDA","OK","2018-07-20 15:43:12","2018-07-24 18:09:08","9780205539390","MELOSI","THOMAS A.EDISON+MODERNIZ.OF AMERICA","2ND 08","","","PEARSON","2008","PB","required","","","No","3","25","0",
"AMH","2020","80073","US HISTORY SINCE 1877","25 BDA","OK","2018-07-20 15:42:44","2018-07-24 18:08:06","9780312643294","HENRETTA","AMERICA:CONCISE HISTORY,V.2:SINCE 1865","5TH 12","OE","","MAC HIGHER","2012","PB","required","","","No","3","25","0",
"AMH","2020","80073","US HISTORY SINCE 1877","25 BDA","OK","2018-07-20 15:42:44","2018-07-24 18:08:06","9780306813559","KERSHAW","BEDFORD BOYS","03","","","HACHETTE B","2003","PB","required","","choose","No","3","25","0",
"AMH","2020","80073","US HISTORY SINCE 1877","25 BDA","OK","2018-07-20 15:42:44","2018-07-24 18:08:06","9780205539390","MELOSI","THOMAS A.EDISON+MODERNIZ.OF AMERICA","2ND 08","","","PEARSON","2008","PB","required","","","No","3","25","0",
"AMH","2020","80075","US HISTORY SINCE 1877","STAFF","OK","2018-04-12 10:37:07","2018-04-12 10:37:07","9780190659493","SCHALLER","AMERICAN HORIZONS,VOL.II BOOK","3RD 18","","","OXF","2018","PB","component of package","","","No","0","25","0",
"AMH","2020","80075","US HISTORY SINCE 1877","STAFF","OK","2018-04-12 10:37:07","2018-04-12 10:37:07","9780190873196","Schaller","American Horizons V2 (w/Reading American Horizons) PACKAGE","3","","","OXFORD","0","","required","","","No","3","25","0",
"AMH","2020","80075","US HISTORY SINCE 1877","STAFF","OK","2018-04-12 10:37:07","2018-04-12 10:37:07","9780190690847","SCHALLER","Reading American Horizons ACCESS CODE","18","","","OXFORD","0","","component of package","","","No","0","25","0",
"AMH","2020","80076","US HISTORY SINCE 1877","STAFF","OK","2018-04-12 10:37:07","2018-04-12 10:37:07","9780190659493","SCHALLER","AMERICAN HORIZONS,VOL.II BOOK","3RD 18","","","OXF","2018","PB","component of package","","","No","0","25","0",
"AMH","2020","80076","US HISTORY SINCE 1877","STAFF","OK","2018-04-12 10:37:07","2018-04-12 10:37:07","9780190873196","Schaller","American Horizons V2 (w/Reading American Horizons) PACKAGE","3","","","OXFORD","0","","required","","","No","3","25","0",
"AMH","2020","80076","US HISTORY SINCE 1877","STAFF","OK","2018-04-12 10:37:07","2018-04-12 10:37:07","9780190690847","SCHALLER","Reading American Horizons ACCESS CODE","18","","","OXFORD","0","","component of package","","","No","0","25","0",
"AMH","2020","82818","US HISTORY SINCE 1877","STAFF","OK","2018-05-29 09:23:42","2018-05-29 09:23:42","9780486419237","SINCLAIR","JUNGLE","01","","","DOVER","2001","PB","required","","","No","8","50","0",
"AMH","2020","82818","US HISTORY SINCE 1877","STAFF","OK","2018-05-29 09:23:42","2018-05-29 09:23:42","9780321093233","HIXSON","CHARLES A.LINDBERGH,LONE EAGLE","3RD 07","","","PEARSON","2007","PB","required","","","No","8","50","0",
"AMH","2020","82818","US HISTORY SINCE 1877","STAFF","OK","2018-05-29 09:23:42","2018-05-29 09:23:42","9781337113779","BOYER","ENDURING VISION,V.II","9TH 18","","","CENGAGE L","2018","PB","required","","","No","8","50","0",
"AMH","2020","82818","US HISTORY SINCE 1877","STAFF","OK","2018-05-29 09:23:42","2018-05-29 09:23:42","9780393318678","LEDERER","UGLY AMERICAN","58","","","NORTON","1958","PB","required","","","No","8","50","0",
"AMH","2020","82958","US HISTORY SINCE 1877","STAFF","OK","2018-04-12 10:41:49","2018-04-12 10:41:49","9780190659493","SCHALLER","AMERICAN HORIZONS,VOL.II BOOK","3RD 18","","","OXF","2018","PB","component of package","","","No","0","25","0",
"AMH","2020","82958","US HISTORY SINCE 1877","STAFF","OK","2018-04-12 10:41:49","2018-04-12 10:41:49","9780190873196","Schaller","American Horizons V2 (w/Reading American Horizons) PACKAGE","3","","","OXFORD","0","","required","","","No","3","25","0",
"AMH","2020","82958","US HISTORY SINCE 1877","STAFF","OK","2018-04-12 10:41:49","2018-04-12 10:41:49","9780190690847","SCHALLER","Reading American Horizons ACCESS CODE","18","","","OXFORD","0","","component of package","","","No","0","25","0",
"AMH","2020","83240","US HISTORY SINCE 1877","25 BDA","OK","2018-07-26 14:24:15","2018-07-26 14:24:15","9780801826658","ROSEN","LOST SISTERHOOD","82","","","HOPKINS F","1982","PB","required","","","No","5","25","0",
"AMH","2020","83240","US HISTORY SINCE 1877","25 BDA","OK","2018-07-26 14:24:15","2018-07-26 14:24:15","9780393614169","FONER","GIVE ME LIBERTY!,BRIEF-VOL.2-W/ACCESS","5TH 17","","","NORTON","2017","PB","required","","","No","5","25","0",
"AMH","3547","83288","000","32 BDA","OK","2018-07-20 15:43:47","2018-07-20 15:43:47","9780891419068","SLEDGE","WITH THE OLD BREED","81","","","PENG RAND","1981","PB","required","","","No","3","32","0",
"AMH","3547","83288","000","32 BDA","OK","2018-07-20 15:43:47","2018-07-20 15:43:47","9780938289715","MATLOFF","AMERICAN MILITARY HISTORY-V.2:1902-1996","(REV)96","","","INGRAM","1996","PD","required","","","No","3","32","0",
"AMH","3580","83243","000","32 BDA","OK","2018-07-26 14:25:04","2018-07-26 14:25:04","9780143121596","CHILD","HOLDING OUR WORLD TOGETHER","13","","","PENG RAND","2013","PB","required","","","No","5","32","0",
"AMH","3580","83243","000","32 BDA","OK","2018-07-26 14:25:04","2018-07-26 14:25:04","9780140281590","NABOKOV","NATIVE AMERICAN TESTIMONY","REV 99","","","PENG RAND","1999","PB","required","","","No","5","32","0",
"AMH","3580","83243","000","32 BDA","OK","2018-07-26 14:25:04","2018-07-26 14:25:04","9780674046863","PIKER","FOUR DEATHS OF ACORN WHISTLER","13","","","TRILITERAL","2013","","required","","","No","5","32","0",
"AMH","3580","83243","000","32 BDA","OK","2018-07-26 14:25:04","2018-07-26 14:25:04","9780807062654","DUNBAR-ORTIZ","ALL THE REAL INDIANS DIED OFF","16","","","PENG RAND","2016","PB","required","","","No","5","32","0",
"AMH","4512","83303","DIPLOMATIC HIS OF THE US","STAFF","OK","2018-05-29 09:26:08","2018-07-23 10:58:12","9780300151312","HIXSON","MYTH OF AMERICAN DIPLOMACY","08","","","TRILITERAL","2008","PB","required","","","No","4","32","0",
"AMH","4512","83303","DIPLOMATIC HIS OF THE US","STAFF","OK","2018-05-29 09:26:08","2018-07-23 10:58:12","9780415841061","HIXSON","AMERICAN FOREIGN RELATIONS","16","","","TAYLOR","2016","PD","required","","","No","4","32","0",
"AMH","4512","83303","DIPLOMATIC HIS OF THE US","STAFF","OK","2018-05-29 09:26:08","2018-07-23 10:58:12","9781469629087","JONES","BLUE &amp; GRAY DIPLOMACY","","","","UONCP","0","","required","","","No","4","32","0",
"AMH","6278","83245","U.S. in the Cold War","STAFF","OK","2018-05-29 09:25:39","2018-05-29 09:25:39","9780700620203","SHAW","CINEMATIC COLD WAR:AMERICAN+SOVIET...","14","","","U PR OF KS","2014","PB","required","","","No","2","15","0",
"AMH","6278","83245","U.S. in the Cold War","STAFF","OK","2018-05-29 09:25:39","2018-05-29 09:25:39","9780813193304","STATLER","REPLACING FRANCE","07","","","HOPKINS F","2007","PB","required","","","No","2","15","0",
"AMH","6278","83245","U.S. in the Cold War","STAFF","OK","2018-05-29 09:25:39","2018-05-29 09:25:39","9780804722186","LEFFLER","PREPONDERANCE OF POWER","92","","","INGRAM PUB","1992","PB","required","","","No","2","15","0",
"AMH","6278","83245","U.S. in the Cold War","STAFF","OK","2018-05-29 09:25:39","2018-05-29 09:25:39","9780231129534","DOHERTY","COLD WAR,COOL MEDIUM","03","","","INGRAM PUB","2003","PB","required","","","No","2","15","0",
"AMH","6278","83245","U.S. in the Cold War","STAFF","OK","2018-05-29 09:25:39","2018-05-29 09:25:39","9780312176808","HIXSON","PARTING THE CURTAIN","97","","","SPRINGER","1997","PB","required","","","No","2","15","0",
"AMH","6278","83245","U.S. in the Cold War","STAFF","OK","2018-05-29 09:25:39","2018-05-29 09:25:39","9780231122399","GADDIS","UNITED STATES+ORIGINS OF COLD WAR...","(REV)00","","","INGRAM PUB","2000","PB","required","","","No","2","15","0",
"AMH","6278","83245","U.S. in the Cold War","STAFF","OK","2018-05-29 09:25:39","2018-05-29 09:25:39","9780300066647","HOLLOWAY","STALIN+THE BOMB","94","","","TRILITERAL","1994","PB","required","","","No","2","15","0",
"AMH","6278","83245","U.S. in the Cold War","STAFF","OK","2018-05-29 09:25:39","2018-05-29 09:25:39","9780321013491","ALLISON","ESSENCE OF DECISION","2ND 99","","","PEARSON","1999","PB","required","","","No","2","15","0",
"AMH","6278","83245","U.S. in the Cold War","STAFF","OK","2018-05-29 09:25:39","2018-05-29 09:25:39","9781442262263","SCHMITZ","RICHARD NIXON+VIETNAM WAR","14","","","RLPG","2014","PB","required","","","No","2","15","0",
"AMH","6278","83245","U.S. in the Cold War","STAFF","OK","2018-05-29 09:25:39","2018-05-29 09:25:39","9780465064649","MAY","HOMEWARD BOUND","REV 18","","","HACHETTE B","2018","PB","required","","","No","2","15","0",
"AML","2010","80241","LITERATURE","STAFF","OK","2018-04-12 10:37:20","2018-08-02 12:16:23","9780393918861","BAYM","NORTON ANTHOL.OF AMER.LIT,SHORTER,V.1","8TH 13","OE","","NORTON","2013","PB","required","","","No","3","25","0",
"AML","2020","80240","LIT","STAFF","OK","2018-05-29 09:09:58","2018-05-29 09:09:58","9780134053363","CAIN","AMERICAN LITERATURE,VOL.2","2ND 14","","","PEARSON","2014","PB","required","","","No","4","25","0",
"AML","2020","83356","LIT","STAFF","OK","2018-05-29 09:26:28","2018-05-29 09:26:28","9780684822761","HEMINGWAY","IN OUR TIME","03","","","S+S","2003","PB","required","","","No","4","25","0",
"AML","2020","83356","LIT","STAFF","OK","2018-05-29 09:26:28","2018-05-29 09:26:28","9780393264531","LEVINE","NORTON ANTHOL.OF AMER.LIT.SHORTER,V.2","9TH 17","","","NORTON","2017","PB","required","","","No","4","25","0",
"AML","3175","83131","Drama of U.S. Lit","STAFF","OK","2018-04-12 10:41:52","2018-04-12 10:41:52","9780933826830","FORNES","MARIA IRENE FORNES:PLAYS","86","","","INGRAM PUB","1986","PB","required","","","No","3","30","0",
